english,polish,type,level
once,raz,przysłówek,A1
time,raz,rzeczownik,A1
together,razem,przysłówek,A1
core,rdzeń,rzeczownik,B2
react/ respond,reagować,czasownik,A2
reaction/ response,reakcja,rzeczownik,B1
realistic,realistyczny,przymiotnik,B2
realize,realizować,czasownik,A2
review,recenzja,rzeczownik,A2
review,recenzować,czasownik,A2
reception,recepcja,rzeczownik,A2
recycle,recyklingować,czasownik,A2
edit,redagować,czasownik,B2
editor,redaktor,rzeczownik,B1
reduction,redukcja,rzeczownik,B2
reduce,redukować,czasownik,A2
reference,referencje,rzeczownik,B1
region,region,rzeczownik,A2
regional,regionalny,przymiotnik,B2
regulation,regulacja,rzeczownik,B2
regularly,regularnie,przysłówek,B1
regular,regularny,przymiotnik,A2
principle/ rule,reguła,rzeczownik,B2
register,rejestr,rzeczownik,B2
register,rejestrować (się),czasownik,B2
sail,rejs,rzeczownik,B1
ad/ advertisement/ advertising,reklama,rzeczownik,B1
commercial,reklama (radiowa lub telewizyjna),rzeczownik,B1
complaint,reklamacja,rzeczownik,B1
advertising,reklamowanie,rzeczownik,A2
advertise,reklamować,czasownik,A2
recommendation,rekomendacja,rzeczownik,B1
recommend,rekomendować,czasownik,A2
record,rekord,rzeczownik,A2
leisure,rekreacja,rzeczownik,B1
relation/ relationship,relacja,rzeczownik,B1
relate,relacjonować,czasownik,B1
relax,relaksować się,czasownik,A1
relaxing,relaksujący,przymiotnik,B1
relatively,relatywnie,przysłówek,B2
relevant,relewantny,przymiotnik,B2
religion,religia,rzeczownik,B1
religious,religijny,przymiotnik,B1
tie,remis,rzeczownik,A2
pension,renta,rzeczownik,B2
reporter,reporter,rzeczownik,A2
representative,reprezentatywny,przymiotnik,B2
represent,reprezentować,czasownik,B1
reputation,reputacja,rzeczownik,B2
restaurant,restauracja,rzeczownik,A1
rest (remaining part),reszta,rzeczownik,A2
change,reszta (pieniędzy),rzeczownik,A1
revolution,rewolucja,rzeczownik,B2
reserve,rezerwa,rzeczownik,B2
reservation,rezerwacja,rzeczownik,B1
book/ reserve,rezerwować,czasownik,A2
outcome/ result,rezultat,rzeczownik,B2
resident,rezydent,rzeczownik,B2
director,reżyser,rzeczownik,A2
direct,reżyserować,czasownik,B1
do (main)/ make,robić,czasownik,A1
progress,robić postępy,czasownik,B2
review,robić przegląd,czasownik,A2
impress,robić wrażenie,czasownik,B2
shop,robić zakupy,czasownik,A1
working,roboczy,przymiotnik,A2
robot,robot,rzeczownik,B1
rock (music),rock (muzyka),rzeczownik,A2
anniversary,rocznica,rzeczownik,B2
native,rodowity mieszkaniec,rzeczownik,B1
kind (type)/ sort/ type,rodzaj,rzeczownik,A1
parent,rodzic,rzeczownik,A1
native,rodzimy,przymiotnik,B1
family,rodzina,rzeczownik,A1
family,rodzinny,przymiotnik,A1
year,rok,rzeczownik,A1
function/ role,rola,rzeczownik,B1
roll,rolka,rzeczownik,B1
farming,rolnictwo,rzeczownik,A2
farmer,rolnik,rzeczownik,A1
affair,romans,rzeczownik,B2
romantic,romantyczny,przymiotnik,B1
pan,rondel,rzeczownik,B1
oil,ropa naftowa,rzeczownik,A2
grow,rosnąć,czasownik,A1
claim,roszczenie,rzeczownik,B1
bicycle/ bike,rower,rzeczownik,A1
crash,rozbić się,czasownik,B2
extend,rozciągać,czasownik,B2
stretch,rozciągać (się),czasownik,B2
stretch,rozciągnięcie,rzeczownik,B2
disappointed,rozczarowany,przymiotnik,B1
disappointing,rozczarowujący,przymiotnik,B1
tear,rozdarcie,rzeczownik,B2
distribute,rozdawać,czasownik,B2
chapter,rozdział,rzeczownik,B1
separate/ split,rozdzielać,czasownik,B1
tear,rozdzierać,czasownik,B2
command/ order,rozkaz,rzeczownik,B2
command/ order,rozkazywać,czasownik,B2
distribution,rozkład,rzeczownik,B2
vast,rozległy,przymiotnik,B2
chat/ speak/ talk,rozmawiać,czasownik,A2
size,rozmiar,rzeczownik,A2
multiply,rozmnażać się,czasownik,B2
call/ conversation/ dialogue/ talk,rozmowa,rzeczownik,A1
interview,rozmowa kwalifikacyjna,rzeczownik,A1
reflect,rozmyślać,czasownik,B1
desperate,rozpaczliwy,przymiotnik,B2
spread,rozpiętość,rzeczownik,B2
identify/ recognize,rozpoznawać,czasownik,A2
distribute,rozprowadzać,czasownik,B2
spread,rozprzestrzenianie się,rzeczownik,B2
spread,rozprzestrzeniać (się),czasownik,B1
entertainment,rozrywka,rzeczownik,B1
settle,rozstrzygać,czasownik,B2
expand,rozszerzać,czasownik,B1
reason,rozsądek,rzeczownik,A1
reasonable/ sensible/ wise,rozsądny,przymiotnik,B2
melt,roztapiać,czasownik,B2
see/ understand,rozumieć,czasownik,A1
consideration,rozważanie,rzeczownik,B2
consider,rozważać,czasownik,A2
fork,rozwidlenie,rzeczownik,A2
divorced,rozwiedziony,przymiotnik,A2
develop,rozwijać,czasownik,A2
expand,rozwijać się,czasownik,B1
solution,rozwiązanie,rzeczownik,A2
solve,rozwiązywać,czasownik,A2
resolve,rozwiązywać (np. problem),czasownik,B2
development/ growth,rozwój,rzeczownik,B1
split,rozłam,rzeczownik,B2
light (lamp),rozświetlać,czasownik,A2
plant,roślina,rzeczownik,A1
column,rubryka,rzeczownik,A2
move/ movement,ruch,rzeczownik,B1
traffic,ruch uliczny,rzeczownik,A1
rugby,rugby,rzeczownik,B1
round,runda,rzeczownik,B2
pipe/ tube,rura,rzeczownik,B1
start,ruszać,czasownik,A1
move,ruszać (się),czasownik,A1
routine,rutyna,rzeczownik,A1
routine,rutynowy,przymiotnik,B2
tear,rwać,czasownik,B2
fish,ryba,rzeczownik,A1
fishing,rybołówstwo,rzeczownik,A2
strict,rygorystyczny,przymiotnik,B2
market,rynek,rzeczownik,A1
draw,rysować,czasownik,A1
drawing,rysunek,rzeczownik,A2
cartoon,rysunek satyryczny,rzeczownik,A2
beat/ rhythm,rytm,rzeczownik,B2
compete,rywalizować,czasownik,A2
risk,ryzyko,rzeczownik,B1
risk,ryzykować,czasownik,B1
rice,ryż,rzeczownik,A1
rare,rzadki,przymiotnik,B1
rarely,rzadko,przysłówek,B1
item/ thing,rzecz,rzeczownik,A2
last (final),rzecz),rzeczownik,A2
stuff,rzeczy,rzeczownik,B1
reality,rzeczywistość,rzeczownik,B1
actual/ real,rzeczywisty,przymiotnik,B2
indeed/ really,rzeczywiście,przysłówek,B1
river,rzeka,rzeczownik,A1
sculpture,rzeźba,rzeczownik,B1
cast/ throw,rzucać,czasownik,B2
roll,rzucać (kostką),czasownik,B1
quit,rzucić,czasownik,B1
roll,rzut,rzeczownik,B1
government/ row (line),rząd,rzeczownik,A2
rank,rządek,rzeczownik,B2
rule,rządy,rzeczownik,A1
govern/ rule,rządzić,czasownik,B2
corner,róg,rzeczownik,A2
amount,równać się,czasownik,B2
also/ too,również,przysłówek,A1
either,również (w przeczeniach),przysłówek,A2
equally,równo,przysłówek,B1
steady,równomierny,przymiotnik,B2
balance,równowaga,rzeczownik,B1
balance,równoważyć,czasownik,B1
equal/ even,równy,przymiotnik,B1
difference,różnica,rzeczownik,A1
differently,różnie,przysłówek,A2
vary,różnić się,czasownik,B2
variety,różnorodność,rzeczownik,A2
various,różnorodny,przymiotnik,B1
different/ various,różny,przymiotnik,A1
pink,różowy,przymiotnik / rzeczownik,A1
handle,rączka,rzeczownik,B2
towel,ręcznik,rzeczownik,A2
hand,ręka,rzeczownik,A1
glove,rękawiczka,rzeczownik,B1
plant,sadzić,czasownik,A2
hall,sala,rzeczownik,A2
gym,sala gimnastyczna,rzeczownik,A1
classroom,sala lekcyjna,rzeczownik,A1
alone/ very,sam,przymiotnik,A2
himself,sam,zaimek,A2
herself,sama,zaimek,A2
female,samica,rzeczownik,A2
male,samiec,rzeczownik,A2
itself,samo,zaimek,A2
car,samochód,rzeczownik,A1
aircraft/ plane,samolot,rzeczownik,B2
alone,samotnie,przysłówek,A2
alone/ lonely,samotny,przymiotnik,A2
satellite,satelita,rzeczownik,B2
salad,sałatka,rzeczownik,A1
scene/ stage,scena,rzeczownik,A2
script,scenariusz,rzeczownik,B1
setting,sceneria,rzeczownik,B1
diagram/ pattern/ scheme,schemat,rzeczownik,B1
neat/ tidy,schludny,przymiotnik,B2
cover/ shelter,schronienie,rzeczownik,B1
capture,schwytać,czasownik,B2
bend,schylać się,czasownik,B1
stair,schód,rzeczownik,A2
core,sedno,rzeczownik,B2
file,segregator,rzeczownik,B1
section,sekcja,rzeczownik,A1
secret,sekret,rzeczownik,A2
secretary,sekretarka,rzeczownik,A2
secretary,sekretarz,rzeczownik,A2
sex,seks,rzeczownik,B1
sexual,seksualny,przymiotnik,B1
sector,sektor,rzeczownik,B2
second (unit of time),sekunda,rzeczownik,A1
sequence,sekwencja,rzeczownik,B2
selection,selekcja,rzeczownik,B2
select,selekcjonować,czasownik,B2
term,semestr,rzeczownik,A2
dream/ sleep,sen,rzeczownik,A2
point/ sense,sens,rzeczownik,A1
cheese,ser,rzeczownik,A1
heart,serce,rzeczownik,A2
series,seria,rzeczownik,A2
series,serial,rzeczownik,A2
serve,serwować,czasownik,A2
session,sesja,rzeczownik,B2
season,sezon,rzeczownik,A2
sit,siadać,czasownik,A1
net,siatka,rzeczownik,B1
self,siebie,rzeczownik,B2
myself/ ourselves/ themselves/ yourself,siebie,zaimek,A2
itself,siebie (do it),zaimek,A2
herself,siebie (o niej),zaimek,A2
himself,siebie (o nim),zaimek,A2
seven,siedem,liczebnik,A1
seventy,siedemdziesiąt,liczebnik,A1
seventeen,siedemnaście,liczebnik,A1
seat,siedzenie,rzeczownik,A2
sit,siedzieć,czasownik,A1
August,sierpień,rzeczownik,A1
fur,sierść,rzeczownik,B1
chain/ net/ network/ web,sieć,rzeczownik,B1
engine/ motor,silnik,rzeczownik,A2
motor,silnikowy,przymiotnik,B2
powerful/ strong,silny,przymiotnik,B1
single,singiel,rzeczownik,A2
sister,siostra,rzeczownik,A1
herself/ himself/ itself/ myself/ ourselves/ themselves/ yourself,się,zaimek,A2
one,się (forma bezosobowa),zaimek,A1
reach,sięgać,czasownik,A2
force/ power/ strength,siła,rzeczownik,B1
labour,siła robocza,rzeczownik,B2
gym,siłownia,rzeczownik,A1
jump/ spring,skakać,czasownik,A2
scale,skala,rzeczownik,B2
scan,skanować,czasownik,B1
complaint,skarga,rzeczownik,B1
sock,skarpetka,rzeczownik,A2
hurt,skarży się na ból,przymiotnik,A2
sentence,skazywać,czasownik,B2
rock (stone),skała,rzeczownik,A2
target,skierować do,czasownik,B2
shop/ store,sklep,rzeczownik,A1
jump,skok,rzeczownik,A2
complex/ complicated,skomplikowany,przymiotnik,B1
now,skoro,spójnik,B1
shell,skorupa,rzeczownik,B1
extremely,skrajnie,przysłówek,A2
extreme,skrajność,rzeczownik,B2
extreme,skrajny,przymiotnik,A2
wing,skrzydło,rzeczownik,B1
chest,skrzynia,rzeczownik,B1
box,skrzynka,rzeczownik,A1
turn,skręcać,czasownik,A1
uncomfortable,skrępowany,przymiotnik,B1
concentrate/ focus,skupiać się,czasownik,B1
concentration/ focus,skupienie,rzeczownik,B2
effectively/ successfully,skutecznie,przysłówek,B1
effective,skuteczny,przymiotnik,B1
consequence/ effect,skutek,rzeczownik,B1
skin,skóra,rzeczownik,A2
leather,skóra (materiał),rzeczownik,B1
folding,składany,przymiotnik,B2
fold/ submit,składać,czasownik,B1
file,składać (np. dokumenty),czasownik,B2
consist,składać się (z czegoś),czasownik,B1
complain,składać skargę,czasownik,A2
component/ ingredient,składnik,rzeczownik,B2
willing,skłonny,przymiotnik,B2
slide,slajd,rzeczownik,B2
taste,smak,rzeczownik,A2
taste,smakować,czasownik,A2
spread,smarować,czasownik,B1
smartphone,smartfon,rzeczownik,A2
fry,smażyć,czasownik,B1
pitch,smoła,rzeczownik,B2
sadly,smutno,przysłówek,A2
sad,smutny,przymiotnik,A1
Saturday,sobota,rzeczownik,A1
juice,sok,rzeczownik,A1
solid,solidny,przymiotnik,B1
survey,sondaż,rzeczownik,A2
grade/ sort,sortować,czasownik,B2
sauce,sos,rzeczownik,A2
walk,spacer,rzeczownik,A1
walk,spacerować,czasownik,A1
decline/ drop/ fall,spadać,czasownik,B2
decline/ decrease/ drop,spadek,rzeczownik,B2
sleep,spać,czasownik,A1
expert/ specialist,specjalista,rzeczownik,A2
specialist,specjalistyczny,przymiotnik,B2
specifically,specjalnie,przysłówek,B1
special,specjalny,przymiotnik,A1
specific,specyficzny,przymiotnik,A2
satisfy,spełniać (wymagania),czasownik,B2
pointed,spiczasty,przymiotnik,B2
list,spis,rzeczownik,A1
plot,spisek,rzeczownik,B1
plot,spiskować,czasownik,B2
pants/ trousers,spodnie,rzeczownik,A2
expected,spodziewany,przymiotnik,B1
look,spojrzenie,rzeczownik,A2
calm/ peaceful/ still,spokojny,przymiotnik,B1
related,spokrewniony,przymiotnik,B1
calm/ peace,spokój,rzeczownik,B1
sponsor,sponsor,rzeczownik,B2
sponsor,sponsorować,czasownik,B2
sport,sport,rzeczownik,A1
athlete,sportowiec,rzeczownik,A2
draft,sporządzać projekt,czasownik,B2
chart,sporządzać wykres,czasownik,B2
insight/ observation/ remark,spostrzeżenie,rzeczownik,B2
manner/ means/ way,sposób,rzeczownik,A2
appointment/ encounter/ meeting,spotkanie,rzeczownik,B1
encounter/ see,spotykać,czasownik,B2
meet,spotykać (się),czasownik,A1
society,społeczeństwo,rzeczownik,A2
community,społeczność,rzeczownik,A2
social,społeczny,przymiotnik,A2
consume,spożywać,czasownik,B1
thirsty,spragniony,przymiotnik,A1
affair/ case/ matter,sprawa,rzeczownik,B2
check/ test,sprawdzać,czasownik,A1
test,sprawdzian,rzeczownik,A1
make,sprawiać,czasownik,A1
please,sprawiać przyjemność,czasownik,A2
fairly,sprawiedliwie,przysłówek,B1
justice,sprawiedliwość,rzeczownik,B2
fair,sprawiedliwy,przymiotnik,A2
fitness,sprawność fizyczna,rzeczownik,B1
efficient/ fit,sprawny,przymiotnik,B2
govern,sprawować władzę,czasownik,B2
report,sprawozdanie,rzeczownik,A1
clever,sprytny,przymiotnik,A2
opposition,sprzeciw,rzeczownik,B2
object/ oppose,sprzeciwiać się,czasownik,B2
conflict,sprzeczać się,czasownik,B2
market/ sell,sprzedawać,czasownik,B1
sale,sprzedaż,rzeczownik,A2
favour,sprzyjać,czasownik,B2
clean/ clear/ tidy,sprzątać,czasownik,A1
equipment,sprzęt,rzeczownik,A2
spring,sprężyna,rzeczownik,A1
bottom,spód,rzeczownik,A2
skirt,spódnica,rzeczownik,A1
consistent,spójny,przymiotnik,B2
conflict,spór,rzeczownik,B2
miss,spóźnić się,czasownik,A1
spend,spędzać (czas),czasownik,A1
silver,srebrny,przymiotnik,A2
silver,srebro,rzeczownik,A2
severe,srogi,przymiotnik,B2
stable/ steady,stabilny,przymiotnik,B2
station,stacja,rzeczownik,A1
stadium,stadion,rzeczownik,B1
steel,stal,rzeczownik,B2
constantly,stale,przysłówek,B2
condition/ state/ status,stan,rzeczownik,A2
normal,stan normalny,rzeczownik,B1
standard,standard,rzeczownik,B1
standard,standardowy,przymiotnik,B1
position/ post,stanowisko,rzeczownik,A2
pose,stanowić,czasownik,B2
try,starać się,czasownik,A1
old-fashioned,staromodny,przymiotnik,B1
ancient,starożytny,przymiotnik,A2
elderly,starszy (o osobie),przymiotnik,B2
senior,starszy (rangą lub wiekiem),przymiotnik,B2
start,start,rzeczownik,A2
contest,startować w zawodach,czasownik,B2
old,stary,przymiotnik,A1
age,starzeć się,czasownik,B1
boat/ ship,statek,rzeczownik,A1
aircraft,statek powietrzny,rzeczownik,B2
statue,statua,rzeczownik,B1
status,status,rzeczownik,B2
statistic,statystyka,rzeczownik,B1
get,stawać się,czasownik,A1
face,stawiać czoła,czasownik,B1
resist,stawiać opór,czasownik,B2
rate,stawka,rzeczownik,A2
stand,stać,czasownik,A1
become,stać się,czasownik,A1
queue,stać w kolejce,czasownik,B1
constant/ continuous/ fixed/ permanent/ solid/ steady,stały,przymiotnik,B2
control,sterować,czasownik,A2
pile,sterta,rzeczownik,B2
hundred,sto,liczebnik,A1
stand,stoisko,rzeczownik,B2
slope,stok,rzeczownik,B2
capital,stolica,rzeczownik,A1
dentist,stomatolog,rzeczownik,A2
foot,stopa,rzeczownik,A1
foot,stopa (jednostka),rzeczownik,A1
degree/ extent/ grade/ rank/ stair/ step,stopień,rzeczownik,A2
degree,stopień naukowy,rzeczownik,A2
gradually,stopniowo,przysłówek,B2
pile,stos,rzeczownik,B2
apply,stosować,czasownik,A2
relatively,stosunkowo,przysłówek,B2
association/ society,stowarzyszenie,rzeczownik,B2
fear,strach,rzeczownik,A2
lost,stracony,przymiotnik,A2
strike,strajk,rzeczownik,B2
strike,strajkować,czasownik,B2
awful/ horrible/ scary/ terrible,straszny,przymiotnik,A2
loss,strata,rzeczownik,B1
strategy,strategia,rzeczownik,A2
guard,strażnik,rzeczownik,B1
zone,strefa,rzeczownik,B2
nervous,stremowany,przymiotnik,A2
stress,stres,rzeczownik,A2
stress,stresować,czasownik,A2
summary,streszczenie,rzeczownik,B1
steep,stromy,przymiotnik,B2
direction/ page/ party/ side,strona,rzeczownik,A2
website,strona internetowa,rzeczownik,A1
structure,struktura,rzeczownik,A2
flow/ stream,strumień,rzeczownik,B1
string,struna,rzeczownik,B1
shot,strzał,rzeczownik,B2
guard,strzec,czasownik,B1
shooting,strzelanina,rzeczownik,B2
fire/ shoot,strzelać,czasownik,B1
score,strzelać (bramkę),czasownik,A2
costume,strój,rzeczownik,B1
student,student,rzeczownik,A1
studio,studio,rzeczownik,B1
study,studiować,czasownik,A1
century,stulecie,rzeczownik,A1
create,stwarzać,czasownik,A1
state,stwierdzać,czasownik,B1
creature,stworzenie,rzeczownik,B2
January,styczeń,rzeczownik,A1
cool,stygnąć,czasownik,B1
style,styl,rzeczownik,A1
lifestyle,styl życia,rzeczownik,A2
table,stół,rzeczownik,A1
away,stąd,przysłówek,A1
step,stąpać,czasownik,B2
substance,substancja,rzeczownik,B1
chemical,substancja chemiczna,rzeczownik,B1
dry,suchy,przymiotnik,A2
ceiling,sufit,rzeczownik,B1
imply/ suggest,sugerować,czasownik,B2
suggestion,sugestia,rzeczownik,A2
success,sukces,rzeczownik,A1
dress,sukienka,rzeczownik,A1
sum/ total,suma,rzeczownik,B2
total,suma całkowita,rzeczownik,B1
supermarket,supermarket,rzeczownik,A1
raw/ strict,surowy,przymiotnik,B2
dry,susić,czasownik,A2
sweater,sweter,rzeczownik,A1
indicate/ signal,sygnalizować,czasownik,B1
signal,sygnał,rzeczownik,B1
symbol,symbol,rzeczownik,A2
symptom,symptom,rzeczownik,B1
son,syn,rzeczownik,A1
pour,sypać,czasownik,B1
bedroom,sypialnia,rzeczownik,A1
scheme/ system,system,rzeczownik,B2
picture/ situation,sytuacja,rzeczownik,A1
emergency,sytuacja awaryjna,rzeczownik,B1
assess/ estimate/ rate,szacować,czasownik,B2
estimate/ respect,szacunek,rzeczownik,B2
cupboard,szafka (kuchenna),rzeczownik,A2
gang,szajka,rzeczownik,B2
crazy/ mad,szalony,przymiotnik,A2
respect,szanować,czasownik,B1
chance/ prospect,szansa,rzeczownik,A2
grey,szarość,rzeczownik,A1
grey,szary,przymiotnik,A1
shelter,szałas,rzeczownik,B2
especially/ particularly,szczególnie,przysłówek,A2
particular,szczególny,przymiotnik,A2
detail,szczegół,rzeczownik,A1
detail,szczegółowo opisywać,czasownik,B2
detailed,szczegółowy,przymiotnik,B2
honest/ sincere,szczery,przymiotnik,B1
truly,szczerze,przysłówek,B2
brush,szczotka,rzeczownik,A2
brush,szczotkować,czasownik,A2
high/ top,szczyt,rzeczownik,B2
happiness/ luck,szczęście,rzeczownik,B1
happily,szczęśliwie,przysłówek,A2
happy/ lucky,szczęśliwy,przymiotnik,A1
boss/ chief/ head,szef,rzeczownik,A2
chef,szef kuchni,rzeczownik,A2
whisper,szept,rzeczownik,B2
whisper,szeptać,czasownik,B2
row (line),szereg,rzeczownik,B1
broad/ wide,szeroki,przymiotnik,B2
widely,szeroko,przysłówek,B2
sixteen,szesnaście,liczebnik,A1
six,sześć,liczebnik,A1
sixty,sześćdziesiąt,liczebnik,A1
draft/ outline,szkic,rzeczownik,B2
draft,szkicować,czasownik,B2
glass,szklanka,rzeczownik,A1
damage/ harm/ shame,szkoda,rzeczownik,B1
harmful,szkodliwy,przymiotnik,B2
harm,szkodzić,czasownik,B2
training,szkolenie,rzeczownik,A2
train,szkolić,czasownik,A2
teaching,szkolnictwo,rzeczownik,A2
school,szkoła,rzeczownik,A1
glass,szkło,rzeczownik,A1
cloth,szmatka,rzeczownik,B1
rope,sznur,rzeczownik,B1
string,sznurek,rzeczownik,B1
shock,szok,rzeczownik,B2
shock,szokować,czasownik,B2
rough,szorstki,przymiotnik,B1
pin,szpilka,rzeczownik,B1
hospital,szpital,rzeczownik,A1
trick,sztuczka,rzeczownik,B1
artificial,sztuczny,przymiotnik,B2
art,sztuka,rzeczownik,A1
play,sztuka (teatralna),rzeczownik,A1
stiff,sztywny,przymiotnik,B2
search/ seek,szukać,czasownik,A2
noise,szum,rzeczownik,A2
fast/ quick/ rapid,szybki,przymiotnik,A1
fast/ quickly/ rapidly,szybko,przysłówek,A1
code,szyfr,rzeczownik,A2
neck,szyja,rzeczownik,A2
sign,szyld,rzeczownik,A2
salt,sól,rzeczownik,A1
court,sąd,rzeczownik,B1
judge,sądzić,czasownik,B1
neighbour,sąsiad,rzeczownik,A1
neighbour,sąsiadka,rzeczownik,A1
surrounding,sąsiedni,przymiotnik,B2
neighbourhood,sąsiedztwo,rzeczownik,B1
judge,sędzia,rzeczownik,B1
weakness,słabość,rzeczownik,B2
poor/ weak,słaby,przymiotnik,A1
celebrity,sława,rzeczownik,A2
famous,sławny,przymiotnik,A1
sweet,słodki,przymiotnik,A2
sweet,słodycz,rzeczownik,A2
solar,słoneczny,przymiotnik,B2
dictionary,słownik,rzeczownik,A1
word,słowo,rzeczownik,A1
elephant,słoń,rzeczownik,A1
sun,słońce,rzeczownik,A1
hearing,słuch,rzeczownik,B2
listener,słuchacz,rzeczownik,A2
listen,słuchać,czasownik,A1
official,służbowy,przymiotnik,B1
serve,służyć,czasownik,A2
servant,służąca,rzeczownik,B1
servant,służący,rzeczownik,B1
hear,słyszeć,czasownik,A1
T-shirt,t-shirt,rzeczownik,A1
this,ta,określnik / zaimek,A1
the,ta,przedimek,A1
chart/ table,tabela,rzeczownik,A1
tablet,tablet,rzeczownik,A2
tablet,tabletka,rzeczownik,A2
board/ plate,tablica,rzeczownik,A2
mystery/ secret,tajemnica,rzeczownik,B1
mysterious,tajemniczy,przymiotnik,B2
secret,tajemny,przymiotnik,A2
secret,tajny,przymiotnik,A2
that/ this,tak,przysłówek,B1
so,tak,przysłówek / spójnik,A1
yeah/ yes,tak,wykrzyknik,A1
anyway,tak czy owak,przysłówek,A2
as,tak jak,przysłówek,A2
same,tak samo,przysłówek,A1
thus,tak więc,przysłówek,B2
such,taki,określnik / zaimek,A2
same,taki sam,przymiotnik / zaimek,A1
such,takowy,określnik / zaimek,A2
taxi,taksówka,rzeczownik,A1
also,także,przysłówek,A1
gift/ talent,talent,rzeczownik,A2
plate,talerz,rzeczownik,A2
there,tam,przysłówek,A1
block,tamować,czasownik,B1
that,tamta,określnik,A1
that,tamten,określnik,A1
that,tamto,określnik,A1
dancer,tancerka,rzeczownik,A1
dancer,tancerz,rzeczownik,A1
cheap,tani,przymiotnik,A1
dance/ dancing,taniec,rzeczownik,A1
cheap,tanio,przysłówek,B1
target,tarcza,rzeczownik,A2
market,targ,rzeczownik,A1
dad,tata,rzeczownik,A1
dancing,tańczenie,rzeczownik,A1
dance,tańczyć,czasownik,A1
tape,taśma,rzeczownik,B1
theatre,teatr,rzeczownik,A1
technical,techniczny,przymiotnik,B1
technique,technika,rzeczownik,B1
technology,technologia,rzeczownik,A2
IT,technologia informacyjna,rzeczownik,B1
text,tekst,rzeczownik,A1
phone/ telephone,telefon,rzeczownik,A1
mobile,telefon komórkowy,rzeczownik,A2
TV/ television,telewizja,rzeczownik,A1
TV,telewizor,rzeczownik,A1
subject/ theme/ topic,temat,rzeczownik,A1
temperature,temperatura,rzeczownik,A2
pace/ rate,tempo,rzeczownik,B2
ago,temu,przysłówek,A1
this,ten,określnik / zaimek,A1
the,ten,przedimek,A1
very,ten konkretny,przymiotnik,B2
same,ten sam,przymiotnik / zaimek,A1
trend,tendencja,rzeczownik,B1
tennis,tenis,rzeczownik,A1
theory,teoria,rzeczownik,B1
therapy,terapia,rzeczownik,B2
now,teraz,przysłówek,A1
now,teraz gdy,spójnik,B1
present,teraźniejszość,rzeczownik,A1
present,teraźniejszy,przymiotnik,A1
ground,teren,rzeczownik,A2
outdoor,terenowy,przymiotnik,B1
term,termin,rzeczownik,A2
schedule,terminarz,rzeczownik,A2
test,test,rzeczownik,A1
will,testament,rzeczownik,B1
test,testować,czasownik,A1
either/ too,też,przysłówek,A2
neither,też nie,przysłówek,B1
cloth,tkanina,rzeczownik,B1
this,to,określnik / zaimek,A1
it,to,zaimek,A1
the,to (przedimek określony),przedimek,A1
best,to co najlepsze,rzeczownik,A2
latest,to co najnowsze,rzeczownik,B2
toilet,toaleta,rzeczownik,A1
roll,toczyć (się),czasownik,B1
course,tok,rzeczownik,A1
volume,tom,rzeczownik,B2
tone,ton,rzeczownik,B2
sink,tonąć,czasownik,B1
melt,topnieć,czasownik,B2
track,tor,rzeczownik,A2
bag,torba,rzeczownik,A1
goods,towary,rzeczownik,B1
social,towarzyski,przymiotnik,A2
company,towarzystwo,rzeczownik,A1
accompany,towarzyszyć,czasownik,B2
identity,tożsamość,rzeczownik,B1
lose,tracić,czasownik,A1
tradition,tradycja,rzeczownik,A2
folk/ traditional,tradycyjny,przymiotnik,B1
hit,trafiać,czasownik,A2
accurate/ relevant,trafny,przymiotnik,B2
treatment,traktowanie,rzeczownik,B1
treat,traktować,czasownik,B1
transfer,transfer,rzeczownik,B2
transform,transformować,czasownik,B2
broadcast,transmisja,rzeczownik,B2
broadcast,transmitować,czasownik,B2
transport,transport,rzeczownik,A2
transport,transportować,czasownik,B1
ship,transportować (statkiem),czasownik,B2
route/ run/ tour,trasa,rzeczownik,A2
grass,trawa,rzeczownik,A2
trend,trend,rzeczownik,B1
coach/ trainer,trener,rzeczownik,A2
training,trening,rzeczownik,A2
coach/ practise/ train,trenować,czasownik,B1
content,treść,rzeczownik,B1
little/ some,trochę,określnik / zaimek,A1
little/ slightly,trochę,przysłówek,A2
bit,trochę,rzeczownik,A2
clue,trop,rzeczownik,B1
tropical,tropikalny,przymiotnik,B2
track,tropić,czasownik,B2
care/ concern,troska,rzeczownik,A2
care,troszczyć się,czasownik,A2
poison,trucizna,rzeczownik,B1
effort/ labour,trud,rzeczownik,B1
fix,trudna sytuacja,rzeczownik,B2
difficulty/ trouble,trudność,rzeczownik,B1
difficult/ hard/ tough,trudny,przymiotnik,A1
poisonous,trujący,przymiotnik,B1
poison,truć,czasownik,B1
last (taking time),trwać,czasownik,A2
permanent,trwały,przymiotnik,B2
stand,trybuna,rzeczownik,B2
third,trzeci,liczebnik,A1
rub,trzeć,czasownik,B2
three,trzy,liczebnik,A1
thirty,trzydzieści,liczebnik,A1
hold/ keep,trzymać,czasownik,A2
thirteen,trzynaście,liczebnik,A1
shake,trząść (się),czasownik,A2
earthquake,trzęsienie ziemi,rzeczownik,B1
tube,tubka,rzeczownik,B1
tunnel,tunel,rzeczownik,B2
go/ round/ turn,tura,rzeczownik,B1
tour,turniej,rzeczownik,A2
tourist,turysta,rzeczownik,A1
tourist,turystka,rzeczownik,A1
tourism,turystyka,rzeczownik,A2
here,tutaj,przysłówek,A1
dozen,tuzin,rzeczownik,B2
hard/ solid/ tough,twardy,przymiotnik,A1
